SubjectID,SY_SlidingWindo___en2_10_Frontal_L,SY_SlidingWindo___en2_10_Frontal_R,SY_SlidingWindo___en2_10_Central_L,SY_SlidingWindo___en2_10_Central_R,SY_SlidingWindo___en2_10_Parietal_L,SY_SlidingWindo___en2_10_Parietal_R,SY_SlidingWindo___en2_10_Temporal_L,SY_SlidingWindo___en2_10_Temporal_R,SY_SlidingWindo___en2_10_Occipital_L,SY_SlidingWindo___en2_10_Occipital_R,SY_SlidingWindo___en2_10_Midline,SY_SlidingWindo___en2_10_Anterior,SY_SlidingWindo___en2_10_Posterior,ApEn2_02_Frontal_L,ApEn2_02_Frontal_R,ApEn2_02_Central_L,ApEn2_02_Central_R,ApEn2_02_Parietal_L,ApEn2_02_Parietal_R,ApEn2_02_Temporal_L,ApEn2_02_Temporal_R,ApEn2_02_Occipital_L,ApEn2_02_Occipital_R,ApEn2_02_Midline,ApEn2_02_Anterior,ApEn2_02_Posterior,EN_mse_1_10_2_0___SampEn_Frontal_L,EN_mse_1_10_2_0___SampEn_Frontal_R,EN_mse_1_10_2_0___SampEn_Central_L,EN_mse_1_10_2_0___SampEn_Central_R,EN_mse_1_10_2_0___SampEn_Parietal_L,EN_mse_1_10_2_0___SampEn_Parietal_R,EN_mse_1_10_2_0___SampEn_Temporal_L,EN_mse_1_10_2_0___SampEn_Temporal_R,EN_mse_1_10_2_0___SampEn_Occipital_L,EN_mse_1_10_2_0___SampEn_Occipital_R,EN_mse_1_10_2_0___SampEn_Midline,EN_mse_1_10_2_0___SampEn_Anterior,EN_mse_1_10_2_0___SampEn_Posterior
M12,-1.19780160854861,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20168717626026,-1.20397280432594,1.03735806624872,1.07055376314229,0.957556170208669,0.938195206079897,0.907227929556913,0.884598461610485,1.15571494059313,1.07443555300958,0.887100756781973,0.91985529660951,0.877844308161916,1.0581439665707,0.936539549426969,0.355226285650455,0.460866353148198,1.51943489860777,1.21870856706833,0.926894574090169,0.53338942367905,0.927674007789323,1.14142425086471,0,0,0.194049057958189,0.416785436821176,0.67238342279803
M13,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.1939770784452,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.2026335328152,-1.20322861606048,1.29982555438572,1.25199445943395,1.25740660370463,1.15430776827508,1.24824278932679,1.1773085480862,1.367899403862,1.25163224649156,1.31562573936535,1.35406306171758,1.09135339349333,1.25215325595679,1.26645418800373,0.275889859004068,0,0,0,0,0,0.473446766599136,0,0,0,0,0.135930869226886,0.060295178765924
M14,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20233069588131,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20361359310368,1.28764520499406,1.31749509794532,1.18664625443485,1.35335531159722,0.971087730291852,1.03048136385424,1.22251868389006,1.29728438313045,0.897553713645387,1.02768315865122,1.07505893700355,1.31787461173369,1.0358919863846,0,0.125225872147338,0,0.1035377770745,0.115114440011458,0.0523148708889576,0,0.151179905649109,0.164337176082761,0.12634535211983,0,0.0799754872358532,0.0826671443855242
M16,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,1.04375909254965,1.08120804415166,0.880821033722027,0.95739135238559,1.01301151621882,1.02268426227697,1.06488439009522,0.991018672113277,1.18897146348843,1.12395677759395,1.06438047350603,1.05249096341218,1.05485130317464,0.401100453543832,1.04143153580442,1.53420940289681,1.4874838066531,1.68408351508251,1.38868872717775,1.57683160439347,1.12440646473628,0.876412013684551,1.15950043264635,1.32313967302964,0.86391037336992,1.3662844016387
M17,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.1983115351652,-1.1983115351652,-1.18911771967412,-1.20397280432594,-1.20397280432594,-1.2018728486962,-1.20176478037177,1.36690190936262,1.27548361433253,1.24230362511236,1.22689767970702,1.18463214862797,1.40405131028996,1.42781234943477,1.38558699774681,1.37713489804416,1.41568463485179,1.11738901463071,1.32385216346258,1.32651888592781,0.352510785732443,0.383105489617778,0.226382038026258,0,0.0784723063334364,0.445925268670205,0.307525590677887,0.138887462197916,0,0.892137213161358,0,0.335813290460853,0.256469190812028
M18,-1.16358592686392,-1.20397280432594,-1.19603479616106,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20018427315287,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.1941166798278,-1.18689515997771,-1.20397280432594,1.21290374889998,1.24667635578428,1.06416462654805,1.1860580223704,0.938290942887348,1.12388874927581,1.24889780652956,1.35350324964585,1.11790645855513,1.18179889761849,0.937620173886542,1.24852683104664,1.0842710079466,0.552814509909496,0.916990214728943,0.463655431177376,1.1963430028387,1.28589264413636,0.375813690252053,0.419516040124446,0.922776499175087,0.280712750272206,0.798478695881589,0.699725236562272,0.657435051907692,0.783849230856459
M19,-1.20397280432594,-1.20273817369642,-1.20397280432594,-1.20005105475757,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.19080273986871,-1.20397280432594,-1.20397280432594,-1.20351553372241,-1.20195888224675,1.39483328693796,1.38532315054747,1.49328730137927,1.471277182105,1.48290939573484,1.45816183536514,1.47414711289295,1.45815912565525,1.33817751513106,1.43836713530836,1.31766597877382,1.39969824748806,1.44255147868931,0.168823470064447,0.320565892196933,0.590209110645636,0.818377153696362,0.400463081330069,0.248231550618921,0.1035377770745,0.420726210962872,0.1733084005509,0,0,0.218731710195226,0.256908746876578
M20,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,0.896045336290102,1.00145102295012,0.919988661584727,0.799094358630817,0.987137151341961,0.987373788760028,1.10172703980404,1.12259069323751,1.13121847026175,1.24711837881055,0.858966096952785,0.980268344997807,1.03860352084759,0,0.359863446165586,0,0.484629247211588,0,0,0,0,0,0,0,0.133282757839106,0
M22,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,0.888756561215179,0.877702389217863,0.942207972468275,0.891001198440313,0.760273729494598,0.838622439564623,0.964812659125372,1.07248432141282,0.719847034496278,1.13758131349,0.701140820502494,0.895330303341226,0.871595471710655,0.56919995426376,0.370483444666121,0.758728118459166,1.03195583856749,0.419268796341046,1.3278237934138,0.628816102542478,0.818600597000806,0.315546388549353,1.19229755095481,0,0.360866947391807,0.887690113745491
M23,-1.20273817369642,-1.20031339119008,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.2023676003365,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20216019552395,-1.20362166595325,1.393595212034,1.39444449311545,1.49914686949119,1.50234697103071,1.36218808537045,1.486227905215,1.49841262364679,1.50298345691188,1.28388033635374,1.41832520797044,1.22496923628916,1.41134339305054,1.41140954751097,0.449372592639758,0.112903731439294,0.331011113120334,0.361219705090338,0,0.0990210257942779,0,0.847233047418792,0.137326536083514,0,0,0.360433544750424,0.0623278757275668
M24,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,1.30737293662932,1.1595382424521,1.15498185341082,1.22856489051985,1.23998802154152,1.31543896892676,1.28414005166873,1.23880540521639,1.27695701029226,1.29181744604295,1.16656137580459,1.22337689908979,1.27614455709718,0,0,0,0,0,0,0,0,0,0,0,0,0
M25,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.19859459423114,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20397280432594,-1.20277764652709,-1.20397280432594,1.1984080526375,1.28615627772304,1.11521499775107,1.17696327560065,1.12269939851506,1.19151247327849,1.33453688212197,1.34372888675474,1.39026232275788,1.41185666555286,0.997892198516649,1.25717364126048,1.22733274030104,0.344211194734875,0.552816106308498,0.562698286097434,0.708790344825126,1.06866346199622,0.999456914933018,0.984650330613217,0.296057871552527,0.470006173236989,1.0731021834124,0.304012892915429,0.413008151173386,0.91339883550376
